2025-03-07 10:16:20,916 - INFO - Starting trading simulation with 1000 orders across 8 threads
2025-03-07 10:16:20,995 - INFO - Added Sell order: GOOG, 43 shares at $287.61 (ID: Sell-GOOG-1741371380.9954655-9857)
2025-03-07 10:16:20,995 - INFO - Added Sell order: AAPL, 21 shares at $403.50 (ID: Sell-AAPL-1741371380.9954655-8057)
2025-03-07 10:16:20,995 - INFO - Added Sell order: PYPL, 68 shares at $478.85 (ID: Sell-PYPL-1741371380.9954655-5235)
2025-03-07 10:16:20,996 - INFO - Added Sell order: TSLA, 7 shares at $362.67 (ID: Sell-TSLA-1741371380.9961336-1139)
2025-03-07 10:16:20,996 - INFO - Added Sell order: PYPL, 96 shares at $299.05 (ID: Sell-PYPL-1741371380.9961336-7409)
2025-03-07 10:16:20,996 - INFO -   21 shares at $403.50 (ID: Sell-AAPL-1741371380.9954655-8057)
2025-03-07 10:16:20,996 - INFO - Added Sell order: MSFT, 68 shares at $373.31 (ID: Sell-MSFT-1741371380.996731-6276)
2025-03-07 10:16:20,996 - INFO - Added Buy order: NVDA, 26 shares at $442.98 (ID: Buy-NVDA-1741371380.996731-7125)
2025-03-07 10:16:20,996 - INFO - MATCH: 26 shares of NVDA at $248.97 (Buy ID: Buy-NVDA-1741371380.996731-7125, Sell ID: Sell-NVDA-1741371380.9933286-2528)
2025-03-07 10:16:20,996 - INFO - Added Sell order: TSLA, 24 shares at $70.88 (ID: Sell-TSLA-1741371380.996731-8391)
2025-03-07 10:16:20,996 - INFO - MATCH: 24 shares of TSLA at $70.88 (Buy ID: Buy-TSLA-1741371380.982716-7286, Sell ID: Sell-TSLA-1741371380.996731-8391)
2025-03-07 10:16:20,996 - INFO - Added Buy order: INTC, 33 shares at $206.80 (ID: Buy-INTC-1741371380.996731-7738)
2025-03-07 10:16:20,997 - INFO - Added Sell order: INTC, 78 shares at $136.35 (ID: Sell-INTC-1741371380.9979317-1044)
2025-03-07 10:16:20,997 - INFO - Added Buy order: PYPL, 43 shares at $95.15 (ID: Buy-PYPL-1741371380.9979317-3135)
2025-03-07 10:16:20,997 - INFO - MATCH: 8 shares of INTC at $136.35 (Buy ID: Buy-INTC-1741371380.9913766-1663, Sell ID: Sell-INTC-1741371380.9979317-1044)
2025-03-07 10:16:20,997 - INFO - MATCH: 33 shares of INTC at $136.35 (Buy ID: Buy-INTC-1741371380.996731-7738, Sell ID: Sell-INTC-1741371380.9979317-1044)
2025-03-07 10:16:20,997 - INFO - MATCH: 16 shares of INTC at $136.35 (Buy ID: Buy-INTC-1741371380.946939-3325, Sell ID: Sell-INTC-1741371380.9979317-1044)
2025-03-07 10:16:20,997 - INFO - Added Buy order: GOOG, 91 shares at $54.32 (ID: Buy-GOOG-1741371380.9979317-4427)
2025-03-07 10:16:20,997 - INFO - Added Buy order: MSFT, 78 shares at $198.07 (ID: Buy-MSFT-1741371380.9979317-8524)
2025-03-07 10:16:20,998 - INFO - MATCH: 51 shares of MSFT at $145.98 (Buy ID: Buy-MSFT-1741371380.9979317-8524, Sell ID: Sell-MSFT-1741371380.9730368-3740)
2025-03-07 10:16:20,998 - INFO - Added Sell order: PYPL, 34 shares at $59.21 (ID: Sell-PYPL-1741371380.9989324-2248)
2025-03-07 10:16:20,999 - INFO - MATCH: 30 shares of PYPL at $59.21 (Buy ID: Buy-PYPL-1741371380.9370124-7468, Sell ID: Sell-PYPL-1741371380.9989324-2248)
2025-03-07 10:16:20,999 - INFO - MATCH: 3 shares of PYPL at $59.21 (Buy ID: Buy-PYPL-1741371380.9420128-2411, Sell ID: Sell-PYPL-1741371380.9989324-2248)
2025-03-07 10:16:20,999 - INFO - MATCH: 1 shares of PYPL at $59.21 (Buy ID: Buy-PYPL-1741371380.9831247-6254, Sell ID: Sell-PYPL-1741371380.9989324-2248)
2025-03-07 10:16:20,999 - INFO - Added Buy order: META, 93 shares at $116.76 (ID: Buy-META-1741371380.9997191-3262)
2025-03-07 10:16:20,999 - INFO - Added Sell order: GOOG, 10 shares at $93.11 (ID: Sell-GOOG-1741371380.9997191-3188)
2025-03-07 10:16:20,999 - INFO - MATCH: 10 shares of GOOG at $93.11 (Buy ID: Buy-GOOG-1741371380.9718103-7276, Sell ID: Sell-GOOG-1741371380.9997191-3188)
2025-03-07 10:16:20,999 - INFO - Added Buy order: META, 62 shares at $193.53 (ID: Buy-META-1741371380.9997191-9179)
2025-03-07 10:16:20,999 - INFO - Added Buy order: AMZN, 33 shares at $466.29 (ID: Buy-AMZN-1741371380.9997191-7700)
2025-03-07 10:16:20,999 - INFO - Added Sell order: MSFT, 88 shares at $465.61 (ID: Sell-MSFT-1741371380.9997191-6571)
2025-03-07 10:16:20,999 - INFO - Added Buy order: GOOG, 77 shares at $449.52 (ID: Buy-GOOG-1741371380.9997191-6305)
2025-03-07 10:16:20,999 - INFO - Added Sell order: NFLX, 25 shares at $300.76 (ID: Sell-NFLX-1741371380.9997191-9964)
2025-03-07 10:16:20,999 - INFO - MATCH: 33 shares of AMZN at $360.86 (Buy ID: Buy-AMZN-1741371380.9997191-7700, Sell ID: Sell-AMZN-1741371380.9730368-9033)
2025-03-07 10:16:20,999 - INFO - MATCH: 37 shares of GOOG at $237.75 (Buy ID: Buy-GOOG-1741371380.9997191-6305, Sell ID: Sell-GOOG-1741371380.9496374-3024)
2025-03-07 10:16:20,999 - INFO - MATCH: 40 shares of GOOG at $287.61 (Buy ID: Buy-GOOG-1741371380.9997191-6305, Sell ID: Sell-GOOG-1741371380.9954655-9857)
2025-03-07 10:16:21,001 - INFO - Added Sell order: PYPL, 88 shares at $458.16 (ID: Sell-PYPL-1741371381.0019095-4878)
2025-03-07 10:16:21,001 - INFO - Added Sell order: INTC, 52 shares at $481.08 (ID: Sell-INTC-1741371381.0019095-7303)
2025-03-07 10:16:21,001 - INFO - Added Sell order: GOOG, 100 shares at $272.74 (ID: Sell-GOOG-1741371381.0019095-4886)
2025-03-07 10:16:21,001 - INFO - BUY ORDERS for GOOG:
2025-03-07 10:16:21,001 - INFO - Added Sell order: PYPL, 76 shares at $165.17 (ID: Sell-PYPL-1741371381.0019095-9105)
2025-03-07 10:16:21,001 - INFO - Added Buy order: INTC, 91 shares at $381.79 (ID: Buy-INTC-1741371381.0019095-5591)
2025-03-07 10:16:21,003 - INFO - MATCH: 21 shares of INTC at $136.35 (Buy ID: Buy-INTC-1741371381.0019095-5591, Sell ID: Sell-INTC-1741371380.9979317-1044)
2025-03-07 10:16:21,003 - INFO - Added Sell order: NFLX, 7 shares at $382.10 (ID: Sell-NFLX-1741371381.003108-6290)
2025-03-07 10:16:21,003 - INFO - Added Sell order: TSLA, 78 shares at $245.15 (ID: Sell-TSLA-1741371381.003108-6943)
2025-03-07 10:16:21,003 - INFO - MATCH: 14 shares of TSLA at $245.15 (Buy ID: Buy-TSLA-1741371380.982716-7286, Sell ID: Sell-TSLA-1741371381.003108-6943)
2025-03-07 10:16:21,003 - INFO - MATCH: 16 shares of TSLA at $245.15 (Buy ID: Buy-TSLA-1741371380.9744165-6895, Sell ID: Sell-TSLA-1741371381.003108-6943)
2025-03-07 10:16:21,003 - INFO -   5 shares at $163.41 (ID: Buy-GOOG-1741371380.9718103-7276)
2025-03-07 10:16:21,003 - INFO - Added Sell order: PYPL, 27 shares at $495.60 (ID: Sell-PYPL-1741371381.003108-6452)
2025-03-07 10:16:21,004 - INFO - Added Buy order: PYPL, 63 shares at $60.11 (ID: Buy-PYPL-1741371381.004108-4642)
2025-03-07 10:16:21,004 - INFO - Added Buy order: NVDA, 66 shares at $379.67 (ID: Buy-NVDA-1741371381.004108-3381)
2025-03-07 10:16:21,004 - INFO - MATCH: 6 shares of NVDA at $248.97 (Buy ID: Buy-NVDA-1741371381.004108-3381, Sell ID: Sell-NVDA-1741371380.9933286-2528)
2025-03-07 10:16:21,004 - INFO - MATCH: 33 shares of NVDA at $357.89 (Buy ID: Buy-NVDA-1741371381.004108-3381, Sell ID: Sell-NVDA-1741371380.9802868-1127)
2025-03-07 10:16:21,004 - INFO - Added Sell order: PYPL, 14 shares at $96.40 (ID: Sell-PYPL-1741371381.004108-6052)
2025-03-07 10:16:21,004 - INFO - Added Sell order: MSFT, 45 shares at $322.56 (ID: Sell-MSFT-1741371381.004108-9492)
2025-03-07 10:16:21,005 - INFO -   12 shares at $90.87 (ID: Buy-GOOG-1741371380.9420128-8741)
2025-03-07 10:16:21,005 - INFO - MATCH: 8 shares of PYPL at $96.40 (Buy ID: Buy-PYPL-1741371380.9831247-6254, Sell ID: Sell-PYPL-1741371381.004108-6052)
2025-03-07 10:16:21,005 - INFO - MATCH: 6 shares of PYPL at $96.40 (Buy ID: Buy-PYPL-1741371380.9887936-6865, Sell ID: Sell-PYPL-1741371381.004108-6052)
2025-03-07 10:16:21,005 - INFO - Added Buy order: AAPL, 62 shares at $214.35 (ID: Buy-AAPL-1741371381.0051086-3996)
2025-03-07 10:16:21,005 - INFO - Added Sell order: NFLX, 61 shares at $418.95 (ID: Sell-NFLX-1741371381.0051086-4709)
2025-03-07 10:16:21,005 - INFO - Added Buy order: NVDA, 52 shares at $350.43 (ID: Buy-NVDA-1741371381.0051086-6167)
2025-03-07 10:16:21,005 - INFO - Added Buy order: MSFT, 49 shares at $176.14 (ID: Buy-MSFT-1741371381.0051086-5721)
2025-03-07 10:16:21,006 - INFO - Added Sell order: PYPL, 42 shares at $363.53 (ID: Sell-PYPL-1741371381.006107-6063)
2025-03-07 10:16:21,006 - INFO -   91 shares at $54.32 (ID: Buy-GOOG-1741371380.9979317-4427)
2025-03-07 10:16:21,006 - INFO - Added Buy order: NVDA, 16 shares at $161.55 (ID: Buy-NVDA-1741371381.006107-2569)
2025-03-07 10:16:21,006 - INFO - Added Sell order: TSLA, 34 shares at $413.13 (ID: Sell-TSLA-1741371381.006107-9047)
2025-03-07 10:16:21,006 - INFO - Added Buy order: PYPL, 21 shares at $388.21 (ID: Buy-PYPL-1741371381.006107-5859)
2025-03-07 10:16:21,006 - INFO - MATCH: 21 shares of PYPL at $165.17 (Buy ID: Buy-PYPL-1741371381.006107-5859, Sell ID: Sell-PYPL-1741371381.0019095-9105)
2025-03-07 10:16:21,006 - INFO - Added Sell order: PYPL, 5 shares at $457.50 (ID: Sell-PYPL-1741371381.006107-8795)
2025-03-07 10:16:21,007 - INFO - Added Sell order: MSFT, 1 shares at $77.12 (ID: Sell-MSFT-1741371381.0077162-1486)
2025-03-07 10:16:21,007 - INFO - MATCH: 1 shares of MSFT at $77.12 (Buy ID: Buy-MSFT-1741371380.9979317-8524, Sell ID: Sell-MSFT-1741371381.0077162-1486)
2025-03-07 10:16:21,008 - INFO - SELL ORDERS for GOOG:
2025-03-07 10:16:21,008 - INFO - Added Sell order: INTC, 43 shares at $359.76 (ID: Sell-INTC-1741371381.008027-8665)
2025-03-07 10:16:21,008 - INFO - MATCH: 43 shares of INTC at $359.76 (Buy ID: Buy-INTC-1741371381.0019095-5591, Sell ID: Sell-INTC-1741371381.008027-8665)
2025-03-07 10:16:21,008 - INFO - Added Sell order: AAPL, 27 shares at $107.21 (ID: Sell-AAPL-1741371381.008027-2466)
2025-03-07 10:16:21,008 - INFO - Added Buy order: PYPL, 75 shares at $143.61 (ID: Buy-PYPL-1741371381.008027-6297)
2025-03-07 10:16:21,008 - INFO - MATCH: 27 shares of AAPL at $107.21 (Buy ID: Buy-AAPL-1741371380.9831247-2809, Sell ID: Sell-AAPL-1741371381.008027-2466)
2025-03-07 10:16:21,008 - INFO - Added Buy order: PYPL, 53 shares at $290.76 (ID: Buy-PYPL-1741371381.008027-6461)
2025-03-07 10:16:21,008 - INFO - MATCH: 53 shares of PYPL at $165.17 (Buy ID: Buy-PYPL-1741371381.008027-6461, Sell ID: Sell-PYPL-1741371381.0019095-9105)
2025-03-07 10:16:21,008 - INFO -   100 shares at $272.74 (ID: Sell-GOOG-1741371381.0019095-4886)
2025-03-07 10:16:21,008 - INFO - Added Sell order: NFLX, 64 shares at $437.90 (ID: Sell-NFLX-1741371381.008027-8083)
2025-03-07 10:16:21,008 - INFO - Added Buy order: GOOG, 72 shares at $109.56 (ID: Buy-GOOG-1741371381.008027-5779)
2025-03-07 10:16:21,008 - INFO - Added Sell order: MSFT, 94 shares at $155.84 (ID: Sell-MSFT-1741371381.008027-2140)
2025-03-07 10:16:21,008 - INFO - MATCH: 26 shares of MSFT at $155.84 (Buy ID: Buy-MSFT-1741371380.9979317-8524, Sell ID: Sell-MSFT-1741371381.008027-2140)
2025-03-07 10:16:21,008 - INFO - Added Buy order: NVDA, 8 shares at $73.98 (ID: Buy-NVDA-1741371381.008027-8184)
2025-03-07 10:16:21,008 - INFO - MATCH: 49 shares of MSFT at $155.84 (Buy ID: Buy-MSFT-1741371381.0051086-5721, Sell ID: Sell-MSFT-1741371381.008027-2140)
2025-03-07 10:16:21,008 - INFO - Added Sell order: NVDA, 1 shares at $204.64 (ID: Sell-NVDA-1741371381.008027-9571)
2025-03-07 10:16:21,008 - INFO -   3 shares at $287.61 (ID: Sell-GOOG-1741371380.9954655-9857)
2025-03-07 10:16:21,008 - INFO - MATCH: 1 shares of NVDA at $204.64 (Buy ID: Buy-NVDA-1741371381.004108-3381, Sell ID: Sell-NVDA-1741371381.008027-9571)
2025-03-07 10:16:21,008 - INFO - Added Sell order: AMZN, 87 shares at $143.52 (ID: Sell-AMZN-1741371381.008027-2348)
2025-03-07 10:16:21,008 - INFO - MATCH: 75 shares of AMZN at $143.52 (Buy ID: Buy-AMZN-1741371380.9320061-8893, Sell ID: Sell-AMZN-1741371381.008027-2348)
2025-03-07 10:16:21,008 - INFO - Added Buy order: MSFT, 73 shares at $315.29 (ID: Buy-MSFT-1741371381.008027-2297)
2025-03-07 10:16:21,008 - INFO - MATCH: 19 shares of MSFT at $155.84 (Buy ID: Buy-MSFT-1741371381.008027-2297, Sell ID: Sell-MSFT-1741371381.008027-2140)
2025-03-07 10:16:21,011 - INFO - MATCH: 43 shares of MSFT at $213.47 (Buy ID: Buy-MSFT-1741371381.008027-2297, Sell ID: Sell-MSFT-1741371380.9546316-4438)
2025-03-07 10:16:21,011 - INFO - Added Sell order: TSLA, 13 shares at $305.83 (ID: Sell-TSLA-1741371381.011677-1317)
2025-03-07 10:16:21,011 - INFO -   99 shares at $292.10 (ID: Sell-GOOG-1741371380.9831247-8150)
2025-03-07 10:16:21,011 - INFO - Added Sell order: META, 65 shares at $438.96 (ID: Sell-META-1741371381.011677-8234)
2025-03-07 10:16:21,011 - INFO - MATCH: 39 shares of META at $438.96 (Buy ID: Buy-META-1741371380.9867892-3806, Sell ID: Sell-META-1741371381.011677-8234)
2025-03-07 10:16:21,011 - INFO - Added Sell order: NVDA, 14 shares at $406.83 (ID: Sell-NVDA-1741371381.011677-4066)
2025-03-07 10:16:21,011 - INFO - MATCH: 11 shares of META at $438.96 (Buy ID: Buy-META-1741371380.9618745-2906, Sell ID: Sell-META-1741371381.011677-8234)
2025-03-07 10:16:21,012 - INFO - Added Sell order: MSFT, 36 shares at $292.03 (ID: Sell-MSFT-1741371381.0128982-1515)
2025-03-07 10:16:21,012 - INFO - MATCH: 11 shares of MSFT at $292.03 (Buy ID: Buy-MSFT-1741371381.008027-2297, Sell ID: Sell-MSFT-1741371381.0128982-1515)
2025-03-07 10:16:21,012 - INFO - Added Buy order: GOOG, 56 shares at $400.82 (ID: Buy-GOOG-1741371381.0128982-3902)
2025-03-07 10:16:21,012 - INFO -   1 shares at $319.89 (ID: Sell-GOOG-1741371380.9168375-3763)
2025-03-07 10:16:21,012 - INFO - MATCH: 56 shares of GOOG at $272.74 (Buy ID: Buy-GOOG-1741371381.0128982-3902, Sell ID: Sell-GOOG-1741371381.0019095-4886)
2025-03-07 10:16:21,012 - INFO - Added Buy order: META, 16 shares at $199.67 (ID: Buy-META-1741371381.0128982-2968)
2025-03-07 10:16:21,012 - INFO - Added Buy order: NFLX, 43 shares at $176.33 (ID: Buy-NFLX-1741371381.0128982-7503)
2025-03-07 10:16:21,013 - INFO - MATCH: 43 shares of NFLX at $166.53 (Buy ID: Buy-NFLX-1741371381.0128982-7503, Sell ID: Sell-NFLX-1741371380.9897943-7124)
2025-03-07 10:16:21,013 - INFO - Added Buy order: AMZN, 92 shares at $220.46 (ID: Buy-AMZN-1741371381.013899-2975)
2025-03-07 10:16:21,013 - INFO - MATCH: 12 shares of AMZN at $143.52 (Buy ID: Buy-AMZN-1741371381.013899-2975, Sell ID: Sell-AMZN-1741371381.008027-2348)
2025-03-07 10:16:21,013 - INFO - Added Buy order: AAPL, 30 shares at $90.12 (ID: Buy-AAPL-1741371381.013899-3389)
2025-03-07 10:16:21,013 - INFO -   84 shares at $326.67 (ID: Sell-GOOG-1741371380.965069-1553)
2025-03-07 10:16:21,013 - INFO - Added Buy order: MSFT, 67 shares at $196.20 (ID: Buy-MSFT-1741371381.013899-9540)
2025-03-07 10:16:21,014 - INFO - Added Buy order: INTC, 34 shares at $301.37 (ID: Buy-INTC-1741371381.0148993-8450)
2025-03-07 10:16:21,014 - INFO - Added Sell order: GOOG, 55 shares at $68.21 (ID: Sell-GOOG-1741371381.0148993-2265)
2025-03-07 10:16:21,014 - INFO - MATCH: 5 shares of GOOG at $68.21 (Buy ID: Buy-GOOG-1741371380.9718103-7276, Sell ID: Sell-GOOG-1741371381.0148993-2265)
2025-03-07 10:16:21,014 - INFO - MATCH: 50 shares of GOOG at $68.21 (Buy ID: Buy-GOOG-1741371381.008027-5779, Sell ID: Sell-GOOG-1741371381.0148993-2265)
2025-03-07 10:16:21,014 - INFO - Added Sell order: NVDA, 88 shares at $192.52 (ID: Sell-NVDA-1741371381.0148993-1595)
2025-03-07 10:16:21,014 - INFO - MATCH: 26 shares of NVDA at $192.52 (Buy ID: Buy-NVDA-1741371381.004108-3381, Sell ID: Sell-NVDA-1741371381.0148993-1595)
2025-03-07 10:16:21,014 - INFO -   54 shares at $334.57 (ID: Sell-GOOG-1741371380.9780407-4155)
2025-03-07 10:16:21,015 - INFO - MATCH: 52 shares of NVDA at $192.52 (Buy ID: Buy-NVDA-1741371381.0051086-6167, Sell ID: Sell-NVDA-1741371381.0148993-1595)
2025-03-07 10:16:21,015 - INFO - Added Sell order: AAPL, 33 shares at $345.10 (ID: Sell-AAPL-1741371381.0158994-7400)
2025-03-07 10:16:21,016 - INFO - Added Buy order: PYPL, 23 shares at $480.26 (ID: Buy-PYPL-1741371381.0163212-8822)
2025-03-07 10:16:21,016 - INFO - MATCH: 2 shares of PYPL at $165.17 (Buy ID: Buy-PYPL-1741371381.0163212-8822, Sell ID: Sell-PYPL-1741371381.0019095-9105)
2025-03-07 10:16:21,016 - INFO - MATCH: 21 shares of PYPL at $285.58 (Buy ID: Buy-PYPL-1741371381.0163212-8822, Sell ID: Sell-PYPL-1741371380.95721-6475)
2025-03-07 10:16:21,016 - INFO - Added Sell order: MSFT, 51 shares at $497.48 (ID: Sell-MSFT-1741371381.0163212-3435)
2025-03-07 10:16:21,017 - INFO - Added Sell order: PYPL, 13 shares at $474.11 (ID: Sell-PYPL-1741371381.0176425-6942)
2025-03-07 10:16:21,017 - INFO -   54 shares at $422.58 (ID: Sell-GOOG-1741371380.9700284-9836)
2025-03-07 10:16:21,017 - INFO - Added Buy order: TSLA, 89 shares at $208.58 (ID: Buy-TSLA-1741371381.0176425-1529)
2025-03-07 10:16:21,017 - INFO - Added Buy order: AMZN, 15 shares at $204.61 (ID: Buy-AMZN-1741371381.0176425-4803)
2025-03-07 10:16:21,017 - INFO - Added Buy order: PYPL, 40 shares at $480.01 (ID: Buy-PYPL-1741371381.0176425-9033)
2025-03-07 10:16:21,017 - INFO - MATCH: 22 shares of PYPL at $285.58 (Buy ID: Buy-PYPL-1741371381.0176425-9033, Sell ID: Sell-PYPL-1741371380.95721-6475)
2025-03-07 10:16:21,018 - INFO - MATCH: 18 shares of PYPL at $299.05 (Buy ID: Buy-PYPL-1741371381.0176425-9033, Sell ID: Sell-PYPL-1741371380.9961336-7409)
2025-03-07 10:16:21,018 - INFO - Added Sell order: GOOG, 47 shares at $364.91 (ID: Sell-GOOG-1741371381.0188918-6848)
2025-03-07 10:16:21,018 - INFO - Added Buy order: INTC, 63 shares at $162.70 (ID: Buy-INTC-1741371381.0188918-8215)
2025-03-07 10:16:21,018 - INFO -   41 shares at $447.40 (ID: Sell-GOOG-1741371380.9533975-6474)
2025-03-07 10:16:21,018 - INFO - Added Sell order: TSLA, 5 shares at $337.99 (ID: Sell-TSLA-1741371381.0188918-5758)
2025-03-07 10:16:21,018 - INFO - Added Buy order: INTC, 61 shares at $353.14 (ID: Buy-INTC-1741371381.0188918-1400)
2025-03-07 10:16:21,019 - INFO - Added Buy order: AMZN, 38 shares at $462.59 (ID: Buy-AMZN-1741371381.0198882-7218)
2025-03-07 10:16:21,019 - INFO - Added Buy order: AMZN, 37 shares at $436.88 (ID: Buy-AMZN-1741371381.0198882-6878)
2025-03-07 10:16:21,019 - INFO - Added Buy order: GOOG, 72 shares at $252.22 (ID: Buy-GOOG-1741371381.0198882-1635)
2025-03-07 10:16:21,019 - INFO - MATCH: 2 shares of AMZN at $360.86 (Buy ID: Buy-AMZN-1741371381.0198882-7218, Sell ID: Sell-AMZN-1741371380.9730368-9033)
2025-03-07 10:16:21,019 - INFO - MATCH: 36 shares of AMZN at $399.31 (Buy ID: Buy-AMZN-1741371381.0198882-7218, Sell ID: Sell-AMZN-1741371380.9877954-2126)
2025-03-07 10:16:21,019 - INFO - Added Sell order: AAPL, 57 shares at $458.42 (ID: Sell-AAPL-1741371381.0198882-7908)
2025-03-07 10:16:21,019 - INFO - MATCH: 37 shares of AMZN at $399.31 (Buy ID: Buy-AMZN-1741371381.0198882-6878, Sell ID: Sell-AMZN-1741371380.9877954-2126)
2025-03-07 10:16:21,020 - INFO - Added Buy order: AAPL, 68 shares at $157.13 (ID: Buy-AAPL-1741371381.0208876-8939)
2025-03-07 10:16:21,020 - INFO - Added Sell order: META, 56 shares at $295.92 (ID: Sell-META-1741371381.0208876-8835)
2025-03-07 10:16:21,020 - INFO - MATCH: 44 shares of META at $295.92 (Buy ID: Buy-META-1741371380.9420128-1097, Sell ID: Sell-META-1741371381.0208876-8835)
2025-03-07 10:16:21,020 - INFO - MATCH: 12 shares of META at $295.92 (Buy ID: Buy-META-1741371380.9660695-1561, Sell ID: Sell-META-1741371381.0208876-8835)
2025-03-07 10:16:21,020 - INFO - Added Sell order: META, 44 shares at $277.15 (ID: Sell-META-1741371381.0208876-3841)
2025-03-07 10:16:21,020 - INFO - Added Sell order: TSLA, 45 shares at $158.29 (ID: Sell-TSLA-1741371381.0208876-2554)
2025-03-07 10:16:21,020 - INFO - MATCH: 24 shares of META at $277.15 (Buy ID: Buy-META-1741371380.9562879-7326, Sell ID: Sell-META-1741371381.0208876-3841)
2025-03-07 10:16:21,021 - INFO - MATCH: 45 shares of TSLA at $158.29 (Buy ID: Buy-TSLA-1741371381.0176425-1529, Sell ID: Sell-TSLA-1741371381.0208876-2554)
2025-03-07 10:16:21,021 - INFO - MATCH: 20 shares of META at $277.15 (Buy ID: Buy-META-1741371380.9360127-4022, Sell ID: Sell-META-1741371381.0208876-3841)
2025-03-07 10:16:21,021 - INFO - Added Sell order: GOOG, 92 shares at $367.89 (ID: Sell-GOOG-1741371381.021922-1769)
2025-03-07 10:16:21,021 - INFO - BUY ORDERS for AMZN:
2025-03-07 10:16:21,021 - INFO - Added Sell order: INTC, 52 shares at $212.95 (ID: Sell-INTC-1741371381.021922-3140)
2025-03-07 10:16:21,021 - INFO - MATCH: 27 shares of INTC at $212.95 (Buy ID: Buy-INTC-1741371381.0019095-5591, Sell ID: Sell-INTC-1741371381.021922-3140)
2025-03-07 10:16:21,022 - INFO - MATCH: 25 shares of INTC at $212.95 (Buy ID: Buy-INTC-1741371381.0188918-1400, Sell ID: Sell-INTC-1741371381.021922-3140)
2025-03-07 10:16:21,022 - INFO - Added Sell order: PYPL, 68 shares at $189.05 (ID: Sell-PYPL-1741371381.0229263-3834)
2025-03-07 10:16:21,022 - INFO - Added Buy order: PYPL, 89 shares at $156.28 (ID: Buy-PYPL-1741371381.0229263-5748)
2025-03-07 10:16:21,022 - INFO - Added Sell order: GOOG, 99 shares at $337.82 (ID: Sell-GOOG-1741371381.0229263-6577)
2025-03-07 10:16:21,022 - INFO - Added Buy order: GOOG, 11 shares at $97.94 (ID: Buy-GOOG-1741371381.0229263-1631)
2025-03-07 10:16:21,022 - INFO -   80 shares at $220.46 (ID: Buy-AMZN-1741371381.013899-2975)
2025-03-07 10:16:21,022 - INFO - Added Buy order: MSFT, 24 shares at $462.02 (ID: Buy-MSFT-1741371381.0229263-3116)
2025-03-07 10:16:21,022 - INFO - Added Sell order: AMZN, 60 shares at $315.16 (ID: Sell-AMZN-1741371381.0229263-6523)
2025-03-07 10:16:21,024 - INFO - Added Sell order: AAPL, 33 shares at $286.70 (ID: Sell-AAPL-1741371381.0244293-3650)
2025-03-07 10:16:21,024 - INFO - MATCH: 24 shares of MSFT at $292.03 (Buy ID: Buy-MSFT-1741371381.0229263-3116, Sell ID: Sell-MSFT-1741371381.0128982-1515)
2025-03-07 10:16:21,024 - INFO - Added Buy order: AAPL, 41 shares at $472.41 (ID: Buy-AAPL-1741371381.024742-8517)
2025-03-07 10:16:21,024 - INFO - MATCH: 33 shares of AAPL at $286.70 (Buy ID: Buy-AAPL-1741371381.024742-8517, Sell ID: Sell-AAPL-1741371381.0244293-3650)
2025-03-07 10:16:21,024 - INFO - MATCH: 8 shares of AAPL at $345.10 (Buy ID: Buy-AAPL-1741371381.024742-8517, Sell ID: Sell-AAPL-1741371381.0158994-7400)
2025-03-07 10:16:21,024 - INFO -   15 shares at $204.61 (ID: Buy-AMZN-1741371381.0176425-4803)
2025-03-07 10:16:21,024 - INFO - Added Sell order: NVDA, 28 shares at $398.17 (ID: Sell-NVDA-1741371381.024742-2414)
2025-03-07 10:16:21,024 - INFO - Added Sell order: META, 7 shares at $74.81 (ID: Sell-META-1741371381.024742-3318)
2025-03-07 10:16:21,024 - INFO - MATCH: 2 shares of META at $74.81 (Buy ID: Buy-META-1741371380.9360127-4022, Sell ID: Sell-META-1741371381.024742-3318)
2025-03-07 10:16:21,024 - INFO - Added Sell order: NFLX, 51 shares at $132.91 (ID: Sell-NFLX-1741371381.024742-2076)
2025-03-07 10:16:21,024 - INFO - MATCH: 5 shares of META at $74.81 (Buy ID: Buy-META-1741371380.9831247-9992, Sell ID: Sell-META-1741371381.024742-3318)
2025-03-07 10:16:21,024 - INFO - Added Buy order: PYPL, 52 shares at $286.44 (ID: Buy-PYPL-1741371381.024742-5749)
2025-03-07 10:16:21,026 - INFO - MATCH: 52 shares of PYPL at $189.05 (Buy ID: Buy-PYPL-1741371381.024742-5749, Sell ID: Sell-PYPL-1741371381.0229263-3834)
2025-03-07 10:16:21,026 - INFO -   90 shares at $115.55 (ID: Buy-AMZN-1741371380.9630713-5991)
2025-03-07 10:16:21,026 - INFO - MATCH: 30 shares of NFLX at $132.91 (Buy ID: Buy-NFLX-1741371380.965069-8813, Sell ID: Sell-NFLX-1741371381.024742-2076)
2025-03-07 10:16:21,026 - INFO - MATCH: 21 shares of NFLX at $132.91 (Buy ID: Buy-NFLX-1741371380.9168375-8032, Sell ID: Sell-NFLX-1741371381.024742-2076)
2025-03-07 10:16:21,026 - INFO - Added Buy order: INTC, 3 shares at $202.41 (ID: Buy-INTC-1741371381.0266478-5459)
2025-03-07 10:16:21,026 - INFO - Added Buy order: META, 39 shares at $106.12 (ID: Buy-META-1741371381.0266478-8462)
2025-03-07 10:16:21,026 - INFO - Added Buy order: NFLX, 46 shares at $301.30 (ID: Buy-NFLX-1741371381.0266478-1104)
